date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:01:26	93231/93231	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:26%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&lids%5B0%5D=733	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindb848.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:27	94969/94969	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:26%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&lids%5B0%5D=734	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindd481.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:27	67570/67570	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:27%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&lids%5B0%5D=735	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindc544.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:27	145882/145882	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:27%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&lids%5B0%5D=736	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind4bc6.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:28	144670/144670	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:27%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&edu=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind9c06.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:28	148963/148963	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:28%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&edu=2	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindb41d.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:28	145875/145875	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:28%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&edu=3	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindaf5e.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:28	149434/149434	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:28%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&edu=4	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind7807.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:29	137014/137014	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:28%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&edu=5	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindd858.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:29	62972/62972	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:29%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&edu=6	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinddc1e.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:29	145357/145357	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:29%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&edu=-1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind34f1.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:30	146077/146077	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:29%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&exp=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind7fc8.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:30	145479/145479	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:30%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&exp=2	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind780d.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:30	149914/149914	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:30%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&exp=3	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind2a41.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:30	144583/144583	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:30%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&exp=4	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindcbe2.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:31	145946/145946	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:30%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&exp=-1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind96ea.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:31	143420/143420	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:31%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=62	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindd312.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:31	146873/146873	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:31%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=63	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind6a70.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:32	145174/145174	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:31%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=64	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinda231.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:32	146525/146525	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:31%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=65	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind3d84.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:32	147274/147274	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:32%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=66	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinde651.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:32	79596/79596	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:32%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=67	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindc52c.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:33	142394/142394	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:32%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=68	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind3ffe.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:33	147474/147474	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:33%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=69	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind53e4.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:33	147438/147438	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:33%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=70	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind9f88.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:33	147312/147312	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:33%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=71	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind0452.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:34	149007/149007	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:33%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=72	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinda263.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:34	146154/146154	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:34%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=73	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindfca8.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:34	148701/148701	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:34%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=74	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind3933.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:35	138621/138621	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:34%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=75	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind9d6b.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:35	145654/145654	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:35%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=76	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind8754.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:35	68452/68452	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:35%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=77	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindbb63.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:35	148958/148958	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:35%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=78	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinde97e.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:36	146029/146029	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:35%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=79	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind2b4b.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:36	70736/70736	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:36%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=80	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind2591.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:36	143267/143267	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:36%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=81	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind3bbc.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:36	138706/138706	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:36%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=82	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinde0b5.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:37	123739/123739	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:36%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=83	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind8461.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:37	87750/87750	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:37%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=84	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindd5dd.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:37	133809/133809	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:37%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=85	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinde3a2.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:38	102703/102703	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:37%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=86	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind5327.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:38	95014/95014	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:38%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=87	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindc8ec.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:38	68564/68564	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:38%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=88	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind1c1a.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:38	71271/71271	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:38%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=89	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind1dda.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:39	68260/68260	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:38%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=18	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind2871.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:39	145827/145827	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:39%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=90	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind6989.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:39	76895/76895	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:39%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=91	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind9d31.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:40	148210/148210	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:39%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=92	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindf621.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:40	65734/65734	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:39%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=93	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindbe8d.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:40	84431/84431	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:40%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=94	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind4748.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:40	69193/69193	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:40%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=95	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind6d5e.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:41	153652/153652	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:40%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=96	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind5f78.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:41	73896/73896	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:41%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=97	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind1bff.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:41	113705/113705	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:41%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=98	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinda60f.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:41	106775/106775	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:41%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=99	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind74e1.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:42	122783/122783	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:41%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=100	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinddb84.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:42	127729/127729	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:42%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=101	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind7fee.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:42	68398/68398	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:42%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=102	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind7401.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:43	94242/94242	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:42%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=103	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind936e.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:43	81548/81548	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:42%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=104	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinde206.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:43	71049/71049	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:43%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=105	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind0d09.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:43	88094/88094	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:43%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=106	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindddd4.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:44	107878/107878	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:43%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=107	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind1b0f.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:44	82980/82980	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:44%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=108	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind9e95.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:44	73677/73677	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:44%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=109	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindca56.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:44	145628/145628	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:44%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=110	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind7391.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:45	141743/141743	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:44%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=111	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindad72.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:45	143559/143559	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:45%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&jids%5B0%5D=47	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfinddd1d.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:45	128110/128110	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:45%20GMT	https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1&status=active	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind9540.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:46	91869/91869	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:45%20GMT	https://www.wadhefa.com/jobfind.php?vt=0&action=search&feat=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind494b.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:46	146456/146456	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:45%20GMT	https://www.wadhefa.com/jobfind.php?f=30&vt=1&action=search&feat=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind1899.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:46	146431/146431	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:46%20GMT	https://www.wadhefa.com/jobfind.php?f=60&vt=1&action=search&feat=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind5692.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:46	146462/146462	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:46%20GMT	https://www.wadhefa.com/jobfind.php?f=90&vt=1&action=search&feat=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind28c1.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:47	146531/146531	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:46%20GMT	https://www.wadhefa.com/jobfind.php?f=120&vt=1&action=search&feat=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind7f57.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:47	146768/146768	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:47%20GMT	https://www.wadhefa.com/jobfind.php?f=150&vt=1&action=search&feat=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfindfacd.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:47	147059/147059	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:47%20GMT	https://www.wadhefa.com/jobfind.php?f=180&vt=1&action=search&feat=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind86c2.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
13:01:47	147045/147045	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Oct%202025%2010:01:47%20GMT	https://www.wadhefa.com/jobfind.php?f=210&vt=1&action=search&feat=1	C:/My%20Web%20Sites/wadhefa/www.wadhefa.com/jobfind9f96.html	(from https://www.wadhefa.com/jobfind.php?vt=1&action=search&feat=1)
